Time_s,Voltage_V
0.2651,317.032246325733
0.2652,308.532246279769
0.2653,314.158741716516
0.2654,315.548289970735
0.2655,302.671987121928
0.2656,312.737819598074
0.2657,316.585196136112
0.2658,293.317411344808
0.2659,287.356461142597
0.266,293.691250865817
0.2661,294.0448150533
0.2662,285.914145313711
0.2663,281.526939115895
0.2664,278.314077882447
0.2665,268.923204391631
0.2666,262.02460910342
0.2667,274.207060870278
0.2668,263.890768134216
0.2669,252.698922095649
0.267,260.30556786153
0.2671,244.797336750051
0.2672,247.083814462974
0.2673,247.827248576961
0.2674,236.336730262804
0.2675,235.152645981367
0.2676,233.300707624638
0.2677,239.004642448779
0.2678,227.406613341567
0.2679,218.700392005991
0.268,214.809413401167
0.2681,209.365962489313
0.2682,211.663558833688
0.2683,197.545721333054
0.2684,188.270642439526
0.2685,186.073345821559
0.2686,176.381052895366
0.2687,172.120120128738
0.2688,163.549196360069
0.2689,154.077549025049
0.269,141.064844787435
0.2691,129.492205416533
0.2692,123.687950720496
0.2693,95.5947567134455
0.2694,86.3132539053338
0.2695,65.7215045952238
0.2696,64.5025442951923
0.2697,45.3614140919279
0.2698,28.8287480171791
0.2699,6.60487801584169
0.27,0.917159355607977
0.2701,-16.5086187165217
0.2702,-37.0993944182922
0.2703,-51.0409680102056
0.2704,-63.7155457989401
0.2705,-75.4483258181729
0.2706,-96.2936156467472
0.2707,-102.304837485951
0.2708,-111.09313295859
0.2709,-128.212825920129
0.271,-141.319177562143
0.2711,-147.121422782341
0.2712,-153.246599122348
0.2713,-170.386986594889
0.2714,-179.187844058387
0.2715,-192.049354619887
0.2716,-197.117775431469
0.2717,-195.93812400982
0.2718,-205.698208644525
0.2719,-206.944569448734
0.272,-212.58684934073
0.2721,-218.818033214457
0.2722,-221.278231611001
0.2723,-221.625415923428
0.2724,-230.268426872011
0.2725,-234.770134919397
0.2726,-240.754973243656
0.2727,-250.334705938774
0.2728,-250.217423969504
0.2729,-249.654938202316
0.273,-260.48300104202
0.2731,-256.296043366717
0.2732,-260.814633051488
0.2733,-265.799204542156
0.2734,-268.737011566563
0.2735,-274.127125211896
0.2736,-278.391861370925
0.2737,-282.363095212873
0.2738,-281.67519040016
0.2739,-290.701419412445
0.274,-307.259973130668
0.2741,-300.120450205188
0.2742,-300.127149326519
0.2743,-299.459387174695
0.2744,-300.194802598
0.2745,-314.286482326958
0.2746,-307.86314062915
0.2747,-312.138496097496
0.2748,-315.57599139269
0.2749,-315.142103432543
0.275,-315.651501283467
0.2751,-314.564003787647
0.2752,-313.346193182117
0.2753,-316.685841964832
0.2754,-316.892481243073
0.2755,-304.750330927845
0.2756,-308.195207099611
0.2757,-297.185318922468
0.2758,-305.727930716522
0.2759,-300.660404343227
0.276,-286.947866935962
0.2761,-283.211219618721
0.2762,-291.467469833325
0.2763,-281.28674441211
0.2764,-271.576031170428
0.2765,-267.582660529174
0.2766,-276.668657990249
0.2767,-258.207432275546
0.2768,-259.119478591858
0.2769,-257.50023277591
0.277,-256.053764832304
0.2771,-256.114161942921
0.2772,-247.21757630707
0.2773,-245.407053387045
0.2774,-228.989661363552
0.2775,-235.949701389731
0.2776,-234.01956781115
0.2777,-229.31291926184
0.2778,-228.17518724993
0.2779,-210.337951937495
0.278,-212.751216191231
0.2781,-210.392907539696
0.2782,-199.513600054843
0.2783,-199.133236696526
0.2784,-192.717933415778
0.2785,-187.653350849055
0.2786,-179.931777844949
0.2787,-160.13118069171
0.2788,-154.909521547055
0.2789,-148.207367566093
0.279,-129.30720551873
0.2791,-126.211285289095
0.2792,-112.721355008543
0.2793,-108.494380431074
0.2794,-85.6734324352201
0.2795,-81.4334230706318
0.2796,-64.847013965869
0.2797,-40.5068603944891
0.2798,-28.5693298131719
0.2799,-19.5713650964574
0.28,-1.99063585761933
0.2801,16.4921366492733
0.2802,31.4255769495754
0.2803,36.6965550948884
0.2804,53.8768377946502
0.2805,65.3322596298324
0.2806,87.6873420090811
0.2807,92.7893101627639
0.2808,117.680975254311
0.2809,121.302114592025
0.281,132.296867105262
0.2811,157.594834449703
0.2812,169.56391949764
0.2813,164.05755915129
0.2814,176.669034865891
0.2815,194.685271342291
0.2816,189.527863034331
0.2817,207.555115971129
0.2818,209.228977428361
0.2819,211.044981372395
0.282,214.170709941831
0.2821,229.162698093565
0.2822,228.66674770677
0.2823,226.078955463147
0.2824,235.116179777825
0.2825,232.510192169364
0.2826,241.285045536968
0.2827,251.782781359867
0.2828,250.351904418129
0.2829,247.485859177336
0.283,256.665804882229
0.2831,255.147951487138
0.2832,272.524271299175
0.2833,257.330814059931
0.2834,266.946646708618
0.2835,278.103510089596
0.2836,274.179882219255
0.2837,282.408746478217
0.2838,289.595142173398
0.2839,296.537751684511
0.284,289.418844240485
0.2841,296.840311912685
0.2842,298.748634998871
0.2843,303.686830764791
0.2844,308.943858957997
0.2845,306.486087744479
0.2846,315.668056770795
0.2847,315.461578598729
0.2848,312.172470319487
0.2849,316.645558330968
0.285,320.432181261169
0.2851,320.2313366133
0.2852,317.875169708128
0.2853,313.003106215683
0.2854,308.566987980641
0.2855,310.699685472792
0.2856,304.765743521733
0.2857,302.59756380901
0.2858,305.73107147049
0.2859,304.924827846165
0.286,297.033404730653
0.2861,300.515610633577
0.2862,278.676214347548
0.2863,282.432743445123
0.2864,278.758011750492
0.2865,282.318875075467
0.2866,272.750550330405
0.2867,264.680110674807
0.2868,265.198780482924
0.2869,261.849182263764
0.287,255.839009751083
0.2871,241.146812880714
0.2872,252.808070322156
0.2873,226.665681795788
0.2874,241.087766566758
0.2875,229.143342623041
0.2876,231.376993276842
0.2877,236.235562550037
0.2878,222.544120897717
0.2879,230.28284987395
0.288,219.828389435606
0.2881,209.535101652958
0.2882,200.612277751342
0.2883,196.488085716595
0.2884,194.101668819466
0.2885,173.017590884421
0.2886,179.929592852914
0.2887,169.551271648829
0.2888,162.846324159051
0.2889,158.87956764275
0.289,136.210279458354
0.2891,121.42674310111
0.2892,120.069739959585
0.2893,105.867798165539
0.2894,87.3351471046668
0.2895,71.229475235677
0.2896,61.1501999916462
0.2897,39.6048462865922
0.2898,30.6559227584887
0.2899,12.0203342612481
0.29,-4.09653823286183
0.2901,-10.3701896246293
0.2902,-30.1737046366477
0.2903,-38.4982753885423
0.2904,-65.3374853135704
0.2905,-72.9955026869478
0.2906,-93.2807066139212
0.2907,-98.3012961761768
0.2908,-107.646398067734
0.2909,-121.211999158947
0.291,-148.405913467301
0.2911,-145.233390595896
0.2912,-158.708452340637
0.2913,-166.482580098066
0.2914,-179.591346630479
0.2915,-193.125173095325
0.2916,-187.765228496315
0.2917,-201.502874757057
0.2918,-206.778891767916
0.2919,-209.925608212437
0.292,-203.252636467212
0.2921,-209.228818351307
0.2922,-231.704800269164
0.2923,-231.613448816667
0.2924,-228.21563787594
0.2925,-247.265132161698
0.2926,-234.320187791003
0.2927,-245.699588787319
0.2928,-240.696195617459
0.2929,-255.683601733563
0.293,-259.538246455466
0.2931,-247.064950494608
0.2932,-259.487631411976
0.2933,-267.8481499041
0.2934,-275.409005207416
0.2935,-268.729489730357
0.2936,-276.571043046085
0.2937,-293.639271681511
0.2938,-290.838895139333
0.2939,-275.399113101147
0.294,-294.113075672953
0.2941,-307.687395587707
0.2942,-305.547073993636
0.2943,-306.357510198266
0.2944,-303.623532715234
0.2945,-310.392927612357
0.2946,-311.159597942821
0.2947,-313.417390644262
0.2948,-319.335759554719
0.2949,-309.401771202471
0.295,-317.337409181875
0.2951,-317.582852651462
0.2952,-313.559176235598
0.2953,-313.662830850317
0.2954,-314.275131834477
0.2955,-308.943665331965
0.2956,-296.531332126975
0.2957,-301.551592730274
0.2958,-304.382423803961
0.2959,-302.037343879402
0.296,-295.248733651592
0.2961,-298.129194455284
0.2962,-277.193709915782
0.2963,-281.297968175036
0.2964,-284.098566662018
0.2965,-273.643194306578
0.2966,-277.461776341437
0.2967,-263.387581500027
0.2968,-263.335024766568
0.2969,-258.426916079084
0.297,-253.11667444844
0.2971,-247.015621644864
0.2972,-251.741525702988
0.2973,-251.45864422591
0.2974,-241.059799577923
0.2975,-241.014566959478
0.2976,-231.027640763177
0.2977,-238.516197008596
0.2978,-220.818620237904
0.2979,-219.164983405092
0.298,-221.494145380663
0.2981,-212.353580813136
0.2982,-200.940622751556
0.2983,-186.835270454535
0.2984,-193.98464209771
0.2985,-177.960442185589
0.2986,-181.15756012554
0.2987,-167.119494371217
0.2988,-159.789484907287
0.2989,-146.940749756598
0.299,-140.319561939838
0.2991,-133.436427895595
0.2992,-115.525439875047
0.2993,-99.1965688505506
0.2994,-90.5805190803449
0.2995,-75.1185690448214
0.2996,-57.8956189501813
0.2997,-42.5576168012731
0.2998,-33.9934157751295
0.2999,-16.5518171796779
0.3,4.35299213857262
0.3001,16.8637598274711
0.3002,23.585966291469
0.3003,52.9931169337899
0.3004,56.8224302720435
0.3005,70.7039730707663
0.3006,80.9318247992989
0.3007,100.846722596413
0.3008,113.658008562525
0.3009,124.715871544003
0.301,133.631064280005
0.3011,140.339279905687
0.3012,173.814431582691
0.3013,175.658149054274
0.3014,175.059324687486
0.3015,184.29585473307
0.3016,194.023700619813
0.3017,198.906910234815
0.3018,202.278137215809
0.3019,215.437551051218
0.302,210.244752650256
0.3021,230.483142630968
0.3022,216.295348329975
0.3023,227.626103497235
0.3024,237.515508804304
0.3025,237.489576953353
0.3026,233.02504441637
0.3027,248.732566981484
0.3028,248.508890177872
0.3029,247.210840562276
0.303,256.944434621738
0.3031,262.417752024939
0.3032,273.349895843407
0.3033,265.830399011977
0.3034,268.773154025752
0.3035,271.722215427948
0.3036,268.646592638948
0.3037,284.926208905002
0.3038,276.050410186707
0.3039,288.900070292314
0.304,292.679083903274
0.3041,301.915424007882
0.3042,287.251090248207
0.3043,308.848372754559
0.3044,304.500152777591
0.3045,303.114103305935
0.3046,311.623890687761
0.3047,314.494861741379
0.3048,312.413145599002
0.3049,307.918556049089
0.305,321.543147346102
0.3051,316.252510536117
0.3052,310.999746449622
0.3053,319.409934635641
0.3054,313.503333255462
0.3055,303.241586322948
0.3056,310.201674849928
0.3057,295.280725228988
0.3058,295.817800050629
0.3059,298.447422650936
0.306,296.110564534233
0.3061,290.601746783318
0.3062,276.657333037289
0.3063,286.412915638222
0.3064,284.590373245249
0.3065,280.082957722728
0.3066,267.392534496276
0.3067,264.32982387237
0.3068,257.340527341483
0.3069,259.887994345495
0.307,256.186508223525
0.3071,247.426800230027
0.3072,252.290392903932
0.3073,248.384178624817
0.3074,243.825949339469
0.3075,233.132678297885
0.3076,226.460038712416
0.3077,232.50390056588
0.3078,232.347579058111
0.3079,214.246321788165
0.308,204.895390617671
0.3081,217.947917786225
0.3082,204.821575007014
0.3083,204.856629279161
0.3084,197.156761977775
0.3085,178.777359402614
0.3086,174.694891364191
0.3087,163.979240268209
0.3088,159.650399235999
0.3089,154.473547057665
0.309,138.10893092564
0.3091,115.829245337185
0.3092,120.348054554282
0.3093,101.408242034648
0.3094,85.7521162608416
0.3095,63.6809449229481
0.3096,61.7752224248345
0.3097,46.4796605473202
0.3098,32.0183456749134
0.3099,9.81963142137217
0.31,-3.65081166226051
0.3101,-19.7915935824942
0.3102,-21.3876838088916
0.3103,-49.355775653643
0.3104,-60.8891706892794
0.3105,-78.6475465921426
0.3106,-83.4960571518014
0.3107,-101.456210648657
0.3108,-113.807496695296
0.3109,-121.632373024603
0.311,-134.452814522302
0.3111,-144.712192312092
0.3112,-169.415702182652
0.3113,-167.05429855366
0.3114,-172.022855120894
0.3115,-183.120280838565
0.3116,-187.720118480331
0.3117,-188.361654915779
0.3118,-198.887002694651
0.3119,-216.383306190923
0.312,-220.086761984438
0.3121,-221.305845356169
0.3122,-228.32445096456
0.3123,-229.637524979249
0.3124,-227.011983992558
0.3125,-239.556829175921
0.3126,-241.970842393641
0.3127,-245.261419157251
0.3128,-244.320049769195
0.3129,-246.099994755764
0.313,-255.673196793225
0.3131,-260.222371706821
0.3132,-257.759724063953
0.3133,-262.682891285251
0.3134,-267.803260403893
0.3135,-257.915249761611
0.3136,-278.12308391097
0.3137,-280.612930896438
0.3138,-286.740121000324
0.3139,-287.16715239726
0.314,-296.6792401628
0.3141,-292.651166537885
0.3142,-291.96148625358
0.3143,-303.831557867759
0.3144,-307.438048120248
0.3145,-312.396491171404
0.3146,-314.035351442485
0.3147,-321.84577093658
0.3148,-314.802724337568
0.3149,-319.672519758744
0.315,-309.231588596895
0.3151,-314.486591676048
0.3152,-314.259460691953
0.3153,-306.33533612334
0.3154,-320.545723033704
0.3155,-307.930893827462
0.3156,-312.385938352407
0.3157,-307.474844015673
0.3158,-299.814793486697
0.3159,-293.231228723617
0.316,-298.237356246737
0.3161,-287.483516625397
0.3162,-279.030419461432
0.3163,-286.594716462897
0.3164,-283.24220078311
0.3165,-274.304740485795
0.3166,-267.109630796758
0.3167,-266.291815645208
0.3168,-266.509331120283
0.3169,-258.061227306273
0.317,-253.890540854374
0.3171,-253.507003802055
0.3172,-253.295114325549
0.3173,-241.946601069455
0.3174,-240.45487522113
0.3175,-238.714928144309
0.3176,-236.308735221422
0.3177,-231.744400069596
0.3178,-229.447461547716
0.3179,-225.897417441407
0.318,-209.609179258654
0.3181,-211.974666491385
0.3182,-213.775093105307
0.3183,-201.408801425629
0.3184,-186.92727326717
0.3185,-187.561021238878
0.3186,-167.967594442406
0.3187,-172.051540699806
0.3188,-162.51685833349
0.3189,-153.807701795805
0.319,-132.009808621726
0.3191,-129.229984882718
0.3192,-112.085057167915
0.3193,-109.635509505583
0.3194,-90.9131774954865
0.3195,-70.9006676739113
0.3196,-66.3076219888679
0.3197,-45.0031377567622
0.3198,-27.5834349977962
0.3199,-6.31772366960758
0.32,3.2054358725355
0.3201,19.943474125315
0.3202,28.5541747141202
0.3203,42.3596721343295
0.3204,60.1879805855815
0.3205,69.7302144154549
0.3206,93.6601895723998
0.3207,105.274028241905
0.3208,118.984047203921
0.3209,132.63337485201
0.321,137.289408634883
0.3211,145.756247194435
0.3212,161.380161736433
0.3213,173.913745217494
0.3214,181.146177131049
0.3215,189.598132377031
0.3216,199.7598470553
0.3217,200.444286730249
0.3218,211.150420697274
0.3219,210.70814817326
0.322,219.883838385315
0.3221,213.679040631022
0.3222,232.822025944352
0.3223,220.368241232155
0.3224,234.180830533263
0.3225,235.168950455533
0.3226,234.745404170297
0.3227,245.802522562381
0.3228,249.353880914575
0.3229,258.340241561587
0.323,255.610198801853
0.3231,261.525105657555
0.3232,263.643137362255
0.3233,273.637667357775
0.3234,275.896954462785
0.3235,274.29950920505
0.3236,278.903256158116
0.3237,291.216461253437
0.3238,285.12510470726
0.3239,294.539220210909
0.324,289.662470286714
0.3241,293.879970147109
0.3242,305.420910949519
0.3243,307.499523931191
0.3244,312.386885848752
0.3245,306.413207199753
0.3246,316.757428242599
0.3247,314.187726709562
0.3248,314.296753653067
0.3249,323.711526775208
0.325,322.696268227963
0.3251,304.010407917265
0.3252,316.316569743559
0.3253,309.076890605888
0.3254,310.169725956066
0.3255,306.407921170976
0.3256,315.218811311263
0.3257,310.463348871484
0.3258,303.883400149212
0.3259,301.206788321266
0.326,296.345060888649
0.3261,293.669177803237
0.3262,287.578913953719
0.3263,281.426786092614
0.3264,280.820216851078
0.3265,272.696747808943
0.3266,268.272333240094
0.3267,264.950619018605
0.3268,261.987046571656
0.3269,258.677111359381
0.327,267.584862253717
0.3271,245.167979468057
0.3272,242.333912579395
0.3273,245.353684109632
0.3274,240.287261004425
0.3275,233.249246873498
0.3276,234.787483470015
0.3277,233.007729712875
0.3278,219.342887949318
0.3279,218.657616409439
0.328,209.496804461993
0.3281,211.185265639094
0.3282,205.948932523322
0.3283,202.380470575057
0.3284,186.797356812539
0.3285,186.357713272729
0.3286,176.13774153659
0.3287,175.113715040763
0.3288,160.285735584399
0.3289,145.956113923573
0.329,136.684340000953
0.3291,123.648352553987
0.3292,121.366675467773
0.3293,98.8393859597743
0.3294,80.0156229836407
0.3295,73.1906127725
0.3296,65.6231310513986
0.3297,48.5702134120961
0.3298,31.1458715147496
0.3299,24.1369847787837
0.33,-2.93855738682543
0.3301,-13.9147756942053
0.3302,-34.6846172632889
0.3303,-49.1933406739959
0.3304,-61.6273127003572
0.3305,-70.9587424268718
0.3306,-77.779166499043
0.3307,-97.4001756644507
0.3308,-119.526956410037
0.3309,-127.35523201227
0.331,-140.601216738711
0.3311,-150.10675042608
0.3312,-152.850838812163
0.3313,-166.266971417044
0.3314,-171.896411026367
0.3315,-181.852991958092
0.3316,-196.193625498262
0.3317,-194.313506744291
0.3318,-211.881877693279
0.3319,-206.768429821259
0.332,-212.938149510691
0.3321,-215.194807264654
0.3322,-232.210204798861
0.3323,-230.260955614603
0.3324,-233.062982505042
0.3325,-236.398242803147
0.3326,-236.158535366652
0.3327,-240.619919844476
0.3328,-244.432586761702
0.3329,-250.391542811123
0.333,-246.545832175926
0.3331,-260.262452190508
0.3332,-261.921958262306
0.3333,-269.182772874353
0.3334,-270.551825019566
0.3335,-270.618304585244
0.3336,-284.418296845501
0.3337,-281.364652588635
0.3338,-289.996557941412
0.3339,-286.307335246196
0.334,-303.88115536246
0.3341,-307.467321316088
0.3342,-292.985529797116
0.3343,-305.005098520724
0.3344,-316.937765055685
0.3345,-318.009851650303
0.3346,-312.102089594804
0.3347,-311.791167881702
0.3348,-312.846396030915
0.3349,-309.930840628775
0.335,-313.846338167712
0.3351,-315.633217685277
0.3352,-309.295339930634
0.3353,-303.033783903103
0.3354,-311.534014399874
0.3355,-310.781785573056
0.3356,-301.904048577401
0.3357,-306.794124679634
0.3358,-308.522395955089
0.3359,-298.222139805323
0.336,-292.82792451042
0.3361,-289.520292690488
0.3362,-291.912893133035
0.3363,-285.304011275453
0.3364,-281.679028462237
0.3365,-269.470971153713
0.3366,-270.898187179952
0.3367,-263.052290840907
0.3368,-259.435122240299
0.3369,-259.599467765206
0.337,-264.829878854459
0.3371,-249.4695034055
0.3372,-244.172917617194
0.3373,-247.886375607405
0.3374,-240.624905743877
0.3375,-239.108320908862
0.3376,-224.645873838937
0.3377,-229.395621248137
0.3378,-224.091906906388
0.3379,-225.936002797657
0.338,-219.613188415599
0.3381,-217.550190191665
0.3382,-201.487008128836
0.3383,-195.931662736296
0.3384,-196.370621813234
0.3385,-170.432029941207
0.3386,-172.258605769066
0.3387,-166.125001548491
0.3388,-149.171079259312
0.3389,-160.92047281745
0.339,-138.284318266198
0.3391,-126.452854797306
0.3392,-113.171888878118
0.3393,-106.586457715545
0.3394,-85.4029660486814
0.3395,-85.2824218708589
0.3396,-59.3685320771154
0.3397,-43.0592109399834
0.3398,-30.5304167229576
0.3399,-13.3884113504145
0.34,-3.81848810805208
0.3401,17.9575774924711
0.3402,28.4522615831126
0.3403,36.9579632892397
0.3404,58.3544709961329
0.3405,71.0971127222751
0.3406,82.9268442909163
0.3407,103.919876952393
0.3408,114.373934674121
0.3409,125.055803414823
0.341,135.090321621555
0.3411,157.025004681141
0.3412,164.617013102828
0.3413,167.208640169524
0.3414,177.2871460302
0.3415,192.433051886753
0.3416,201.195548489615
0.3417,204.480699728467
0.3418,203.500698742989
0.3419,207.853302599606
0.342,219.694272801197
0.3421,216.378280070025
0.3422,219.757117782125
0.3423,227.466591153053
0.3424,237.931945700466
0.3425,237.696408260294
0.3426,241.76502742908
0.3427,249.747139268406
0.3428,248.865805203622
0.3429,245.591382360248
0.343,259.136352371147
0.3431,261.018674168036
0.3432,261.985748984617
0.3433,264.234133585823
0.3434,267.521267935342
0.3435,274.126209970033
0.3436,274.27901941391
0.3437,279.758353741918
0.3438,278.889089188046
0.3439,287.656048398892
0.344,290.588098937483
0.3441,300.577959128078
0.3442,308.381832247996
0.3443,309.435422460139
0.3444,312.330541925881
0.3445,312.960216856436
0.3446,314.400454200138
0.3447,317.078041708015
0.3448,310.884929216554
0.3449,319.431811656048
0.345,309.518293552944
0.3451,318.35966680943
0.3452,310.372060911038
0.3453,308.47562428105
0.3454,309.399927170585
0.3455,303.065626611094
0.3456,307.176298487884
0.3457,309.811294099638
0.3458,299.860127976939
0.3459,300.168208410624
0.346,294.864431658712
0.3461,296.308362772846
0.3462,285.530888149069
0.3463,283.784160749812
0.3464,290.62015969168
0.3465,279.977412238613
0.3466,265.574968898176
0.3467,271.898272006073
0.3468,257.806563738709
0.3469,258.686499787376
0.347,256.372718454283
0.3471,255.634209981756
0.3472,245.706356663658
0.3473,246.812679769727
0.3474,249.389001840193
0.3475,227.37257502581
0.3476,227.768807227708
0.3477,235.217479616086
0.3478,223.641753397898
0.3479,220.506062606813
0.348,220.556009449612
0.3481,221.882682930689
0.3482,198.620458979324
0.3483,194.42264280318
0.3484,191.841694040879
0.3485,184.872803616925
0.3486,177.388560026198
0.3487,166.591624070515
0.3488,164.850232125062
0.3489,144.094227969054
0.349,138.848884385007
0.3491,131.2781917989
0.3492,116.047566988818
0.3493,98.2842533541971
0.3494,88.652575188487
0.3495,72.6098476690222
0.3496,56.9071947344817
0.3497,52.0195275650494
0.3498,29.3371114134285
0.3499,12.3199474298956
0.35,-3.77984752021531
0.3501,-14.6039625805287
0.3502,-37.8046565982092
0.3503,-53.484552462495
0.3504,-58.9411265238231
0.3505,-80.6456757991494
0.3506,-90.049045017907
0.3507,-97.517869172528
0.3508,-109.560819189884
0.3509,-118.606775334197
0.351,-142.876812531536
0.3511,-144.358503040264
0.3512,-157.125566016067
0.3513,-161.891752952095
0.3514,-175.753489894072
0.3515,-180.794267963527
0.3516,-186.532083898212
0.3517,-201.026151786865
0.3518,-207.435261510105
0.3519,-217.412620278879
0.352,-216.373837527813
0.3521,-218.91972173198
0.3522,-228.82718932074
0.3523,-228.882621724944
0.3524,-234.934564644122
0.3525,-239.05845891856
0.3526,-236.643677489009
0.3527,-240.041767999529
0.3528,-241.951145481637
0.3529,-256.708994446386
0.353,-255.606495544959
0.3531,-255.361506348803
0.3532,-268.895002683399
0.3533,-256.665611792474
0.3534,-269.07792573132
0.3535,-276.971355148069
0.3536,-273.117525215081
0.3537,-280.433622795051
0.3538,-285.776189386714
0.3539,-293.65019932851
0.354,-302.8812060745
0.3541,-302.507538861112
0.3542,-304.335160621665
0.3543,-301.99535932017
0.3544,-304.023933387278
0.3545,-313.505667411135
0.3546,-307.526600186041
0.3547,-309.991013293699
0.3548,-315.16162851141
0.3549,-320.021943784288
0.355,-311.0508457824
0.3551,-315.914407329721
0.3552,-319.601549752509
0.3553,-312.06666325562
0.3554,-309.049554518653
0.3555,-316.887312310192
0.3556,-297.764396513598
0.3557,-315.003258363762
0.3558,-309.283180731578
0.3559,-291.569604608606
0.356,-292.428374135835
0.3561,-292.393823073391
0.3562,-286.264485612137
0.3563,-278.66271320209
0.3564,-282.621701513779
0.3565,-269.605445500503
0.3566,-266.757600653751
0.3567,-266.525063447536
0.3568,-261.471641728249
0.3569,-261.780779778967
0.357,-259.208950211964
0.3571,-253.227758454727
0.3572,-242.550123360808
0.3573,-245.32199248943
0.3574,-242.798432224698
0.3575,-241.796336105146
0.3576,-238.81978427141
0.3577,-229.132170683142
0.3578,-219.910298210911
0.3579,-214.53953121716
0.358,-213.135439511043
0.3581,-212.312570552942
0.3582,-206.967956441228
0.3583,-197.139430183808
0.3584,-187.542001389437
0.3585,-179.999032871295
0.3586,-187.448902734466
0.3587,-168.386270452068
0.3588,-163.585903242032
0.3589,-150.998280052057
0.359,-129.152864022023
0.3591,-130.217105234056
0.3592,-122.590556158232
0.3593,-100.509748886084
0.3594,-88.6721879147455
0.3595,-76.2746021623461
0.3596,-55.5083226823342
0.3597,-42.4231174812047
0.3598,-28.44586472775
0.3599,-16.5947263709974
0.36,1.7504926304669
0.3601,13.7534214456416
0.3602,31.2558399964513
0.3603,48.1367552594953
0.3604,61.6039003341138
0.3605,70.8326923832093
0.3606,85.3647317940105
0.3607,96.1940956323792
0.3608,119.157990730872
0.3609,126.199184822808
0.361,134.544005233971
0.3611,152.030763014134
0.3612,156.197828050201
0.3613,170.38396988285
0.3614,184.437455862765
0.3615,189.5590327664
0.3616,191.428381487319
0.3617,198.398406406243
0.3618,214.815566848036
0.3619,209.913383173658
0.362,217.442179294592
0.3621,222.326895086861
0.3622,229.735679008355
0.3623,230.319231296201
0.3624,234.983794372023
0.3625,238.510754531745
0.3626,253.985335888519
0.3627,248.503735213686
0.3628,243.310215544787
0.3629,245.196959786367
0.363,246.851685643516
0.3631,267.837367445779
0.3632,258.333068649578
0.3633,271.259989604251
0.3634,272.913273410626
0.3635,266.612607818188
0.3636,288.395883625297
0.3637,285.080785321321
0.3638,295.423178094043
0.3639,291.962480284273
0.364,294.952051624187
0.3641,292.593108952088
0.3642,301.294994762463
0.3643,304.943614720111
0.3644,299.491163186937
0.3645,309.484571871084
0.3646,312.483714540025
0.3647,309.722344944085
0.3648,316.587140890637
0.3649,309.202643963074
0.365,312.642322307379
0.3651,315.792760389985
0.3652,311.508643827702
0.3653,315.437071450606
0.3654,309.853436436699
0.3655,305.208588259211
0.3656,311.754393955267
0.3657,307.258208516937
0.3658,303.963800877202
0.3659,301.115251202775
0.366,299.101346893814
0.3661,295.203611436625
0.3662,286.490918722685
0.3663,280.067955415279
0.3664,277.728306312231
0.3665,280.435537081089
0.3666,264.254883961001
0.3667,263.477342102607
0.3668,267.644240483624
0.3669,262.866973610876
0.367,252.448203196827
0.3671,250.250106193564
0.3672,246.913684796743
0.3673,242.74640050556
0.3674,228.324072755155
0.3675,234.763385787572
0.3676,234.697849774834
0.3677,241.500651217882
0.3678,217.798355662132
0.3679,217.519243878781
0.368,214.00897237311
0.3681,206.055989455557
0.3682,201.761070504628
0.3683,189.346377419575
0.3684,191.667106721439
0.3685,182.277704097461
0.3686,179.529195334209
0.3687,168.440986194312
0.3688,164.081084505012
0.3689,156.745717981891
0.369,138.438269687817
0.3691,120.139250167664
0.3692,115.392197008221
0.3693,108.386175614996
0.3694,87.572433553737
0.3695,76.1349416071432
0.3696,55.0740411045785
0.3697,52.799689363987
0.3698,32.3446033867703
0.3699,13.0992508935845
0.37,-8.37012067797527
0.3701,-18.6481079964124
0.3702,-35.4613767666769
0.3703,-47.7165455185876
0.3704,-58.1715724212942
0.3705,-70.0500655031587
0.3706,-87.2716373963396
0.3707,-100.976315068768
0.3708,-112.298485098552
0.3709,-113.063443714727
0.371,-136.165431372838
0.3711,-147.938180790317
0.3712,-150.862823678452
0.3713,-167.706208033995
0.3714,-180.219201487114
0.3715,-180.210784096713
0.3716,-194.018646865908
0.3717,-197.957088750401
0.3718,-200.748684193356
0.3719,-206.727635546273
0.372,-223.953006236242
0.3721,-232.507211022813
0.3722,-228.619996221911
0.3723,-220.983258767137
0.3724,-231.977183620963
0.3725,-237.658763901334
0.3726,-241.319761441775
0.3727,-238.932567322951
0.3728,-246.040246656349
0.3729,-248.905161619759
0.373,-265.378393258903
0.3731,-259.507139080756
0.3732,-262.331756565139
0.3733,-270.599448447456
0.3734,-270.358931682425
0.3735,-277.257829714142
0.3736,-273.93207876638
0.3737,-285.173367862853
0.3738,-279.799068541594
0.3739,-290.462478989851
0.374,-289.576590344966
0.3741,-286.265420068062
0.3742,-300.772860526318
0.3743,-296.785050990397
0.3744,-312.458745715449
0.3745,-300.46244097323
0.3746,-317.709626913694
0.3747,-313.655056313853
0.3748,-316.168305736485
0.3749,-321.011552933497
0.375,-322.051254301036
0.3751,-312.033884613452
0.3752,-321.480141823245
0.3753,-320.031511339593
0.3754,-306.023121037034
0.3755,-309.57068348944
0.3756,-305.198005035948
0.3757,-308.764656353379
0.3758,-302.090969150881
0.3759,-296.154992699162
0.376,-293.21696080507
0.3761,-281.308863887401
0.3762,-289.442878289931
0.3763,-283.069110164528
0.3764,-274.120512449976
0.3765,-269.505787877537
0.3766,-280.112872349411
